id,organization,name,gender,speciality,address,city,state,zip,lat,lon,utilization,location
c6f9ac72-3c91-36ad-9105-8b57c1cadc79,683664a9-fd49-344e-ae76-7e510c331e96,Casey401 Boyer713,F,GENERAL PRACTICE,7020 BRUNS DRIVE,MOBILE,AL,366954329,30.658180199999997,-88.20443014913553,14,POINT(-88.20443014913553 30.658180199999997)
53e9ea5d-d06f-32b6-aeee-9a79590a39b1,75de8ae3-9de2-3c1c-ad66-35ec20f09b9c,Lizabeth515 Bergstrom287,F,GENERAL PRACTICE,500 CAHABA PARK CIR,VESTAVIA HILLS,AL,352161808,33.4487989,-86.7879492,1,POINT(-86.7879492 33.4487989)
ab6e704c-6803-37aa-b7bc-72aa70625b16,63b7e4de-69db-3da5-ba07-28f5d9d63eb2,Tijuana228 Leannon79,F,GENERAL PRACTICE,339 WALKER CHAPEL PLAZA,FULTONDALE,AL,350683402,33.6104148,-86.7976721,8,POINT(-86.7976721 33.6104148)
c73b908c-58fc-38dc-bc40-c66dc5187ef7,1e7ee24a-4e6a-3d36-a02f-038133267d08,Miguelina323 Crona259,F,GENERAL PRACTICE,12440 MAGNOLIA SPRINGS HWY STE 200,MAGNOLIA SPRINGS,AL,365556434,30.40512616670908,-87.7720507727712,28,POINT(-87.7720507727712 30.40512616670908)
ec794eea-ab9b-38b4-95fd-4413bacb9f56,76e4d6c9-e0d0-3305-b622-94b520b6716d,Sal878 Heathcote539,M,GENERAL PRACTICE,881 3RD STREET NORTHEAST,ALABASTER,AL,350078954,33.25403962344035,-86.80980403042608,19,POINT(-86.80980403042608 33.25403962344035)
9c2b6782-fe5f-3c3a-a0a3-9df5093228da,8aa0cd49-5da4-38da-90bc-f551e5010ea6,Rogelio17 Gibson10,M,GENERAL PRACTICE,809 UNIVERSITY BLVD E,TUSCALOOSA,AL,354012029,33.204164,-87.52753681434177,4,POINT(-87.52753681434177 33.204164)
db1b9f72-86d1-3ba3-880c-9c0a678d3d30,6b11e72a-e9a3-3899-9b5d-8cbae6564427,Cleo27 Crooks415,M,GENERAL PRACTICE,7201 HAPPY HOLLOW ROAD,TRUSSVILLE,AL,35173,33.657163,-86.57428,80,POINT(-86.57428 33.657163)
5445bf43-46d6-3290-9cbe-ce9b5b8f90ca,14543b27-40cc-3f33-b075-508b7ee33b42,Graciela518 Loera89,F,GENERAL PRACTICE,850 9TH ST NW,ALABASTER,AL,350079179,33.25369430589273,-86.82643128001935,3,POINT(-86.82643128001935 33.25369430589273)
69a4efb0-eff7-30ee-8b8f-e51c2c073c13,7c54275c-ff75-38ac-93ef-0babdc29d7ce,Gertrud593 Kuhic920,F,GENERAL PRACTICE,4465 NARROW LANE RD,MONTGOMERY,AL,361162953,32.319762,-86.281938,25,POINT(-86.281938 32.319762)
a7f1ad38-08ea-33ec-b250-e9f6e25f57ea,4b64ecf3-be28-3e71-bac7-6b6888994394,Mitchel812 Williamson769,M,GENERAL PRACTICE,1706 GLENN BOULEVARD  SUITE 3,FORT PAYNE,AL,359683544,34.4442547,-85.7196893,2,POINT(-85.7196893 34.4442547)
35b8b93b-7cf8-36de-85eb-62cfcc8b47a0,17b73d4c-8946-36dd-866b-af2b48606181,Clemente531 Schamberger479,M,GENERAL PRACTICE,200 OFFICE PARK DRIVE,GULF SHORES,AL,365423432,30.27053285,-87.68988079854847,26,POINT(-87.68988079854847 30.27053285)
a2ad3500-d8bc-3708-8f69-9fce13fae732,60ab2f7e-f6f5-30c7-a08b-43c2a1eb3bf6,Shaun461 Jast432,M,GENERAL PRACTICE,23730 JOHN T REID PKWY  SUITE A,SCOTTSBORO,AL,357682840,34.645001,-86.041654,1,POINT(-86.041654 34.645001)
0f7fdb90-1dab-3fe3-b027-d611224a6b50,97967b5d-480a-3104-a7ae-ed69c7379e09,Malissa448 Schmidt332,F,GENERAL PRACTICE,202 GOVERNORS DR SE,HUNTSVILLE,AL,358012745,34.71998993877551,-86.5769723877551,22,POINT(-86.5769723877551 34.71998993877551)
2e4339ec-8d1e-32c7-a0ef-f61daaeaa4c5,38266a22-8584-3f03-9b8b-c7ba127945fb,Dannie881 Smith67,F,GENERAL PRACTICE,119 ENNIS ST,SARALAND,AL,365712706,30.820141,-88.079229,29,POINT(-88.079229 30.820141)
df8c15ba-d727-3376-aa0e-6ea6bfd1ffb5,5fd8edbf-bc2a-338b-962b-78849cb986b6,Mozell819 Prohaska837,F,GENERAL PRACTICE,401 MEDICAL PARK DR,ATMORE,AL,365023006,31.01701705,-87.47857661925876,96,POINT(-87.47857661925876 31.01701705)
306af0e1-d7eb-33b5-a7e6-b839f17dd500,586c9a25-58b9-3e9d-80a4-75103d81e724,Raquel318 Valles311,F,GENERAL PRACTICE,3840 GAULT AVE N,FORT PAYNE,AL,359675211,34.442567,-85.721177,28,POINT(-85.721177 34.442567)
2391a38b-21a6-3c7c-bce6-7b3ca7239ca0,ef6af683-0246-3b6b-bad4-0b5a0cf546d3,Graham902 O'Hara248,M,GENERAL PRACTICE,600 34TH ST,NORTHPORT,AL,354733393,33.240705,-87.626136,10,POINT(-87.626136 33.240705)
67c06010-19ee-3793-b068-937993c0a4a5,5020cf19-f3df-3acf-b862-4bb58a8ef2c1,Robbie31 Windler79,M,GENERAL PRACTICE,1600 7TH AVE S,HOMEWOOD,AL,352095501,33.4717732,-86.8008228,9,POINT(-86.8008228 33.4717732)
7349d585-5e39-3d19-868d-bc6952717552,6b5d1729-b050-3f13-b596-da3e7a926396,Quentin28 Fritsch593,M,GENERAL PRACTICE,420 E 2ND AVE,PIEDMONT,AL,362725892,33.926828,-85.614764,41,POINT(-85.614764 33.926828)
52de459d-a681-396b-9e8b-ebb9187eebb2,d6cef7b2-0c1d-3831-b6eb-e9d9bcc59810,Nancie476 Homenick806,F,GENERAL PRACTICE,1409 SPRINGFIELD AVENUE,GADSDEN,AL,359032819,33.995517,-85.95676821431115,20,POINT(-85.95676821431115 33.995517)
27dea800-134f-373b-86cf-b90a07caab0d,3e8ebedc-0c63-391c-936a-72f1d453ecb3,Claudio955 Toy286,M,GENERAL PRACTICE,2588 MAIN ST,MILLBROOK,AL,360543849,32.46729682945737,-86.36037326356589,30,POINT(-86.36037326356589 32.46729682945737)
798917e8-f3cf-35da-b1ee-168c0cdbcbbd,8635864a-770e-3b7f-8898-3d1372cbe2cd,Millie392 Eichmann909,F,GENERAL PRACTICE,262 SUTTON ROAD,OWENS CROSS ROADS,AL,357638753,34.65809615,-86.49056995346457,67,POINT(-86.49056995346457 34.65809615)
3658a95b-5dae-3c28-8516-51769b6f73bf,1775dca5-fa13-3f8d-9d61-12c00aa2ca27,Scott935 Kilback373,F,GENERAL PRACTICE,859 AIRPORT DRIVE,ALEXANDER CITY,AL,350103443,32.921518,-85.94191817346939,24,POINT(-85.94191817346939 32.921518)
373a2bfe-bc71-30fd-a5eb-66eb13818f21,b206a51f-2619-32b9-8f5a-f32c237c1e23,Chanell45 Robel940,F,GENERAL PRACTICE,1108 ROSS CLARK CIRCLE  4TH FLOOR,DOTHAN,AL,363013022,31.216402000000002,-85.36564064472296,59,POINT(-85.36564064472296 31.216402000000002)
112a0834-ec3f-338c-80f0-39e94a5da3ef,b70d952e-92ba-3a6b-b52e-bee4e21f9160,Wendi133 Nader710,F,GENERAL PRACTICE,1701 NORTH ALSTON STREET,FOLEY,AL,365352246,30.427001,-87.685391,17,POINT(-87.685391 30.427001)
76c38ce7-bd09-3f41-b1bc-444d245eab9a,a63e7b9d-2fe9-3ac2-bc0f-b1f9808bcb8d,Rayford811 Bashirian201,M,GENERAL PRACTICE,1613 N MCKENZIE ST,FOLEY,AL,365352247,30.4065868,-87.6835974,70,POINT(-87.6835974 30.4065868)
da3d615d-3165-369b-897f-29f5a3995f36,d18fbc7e-bb74-310a-9550-7f8f4eaccc73,Bobbie849 Glover433,F,GENERAL PRACTICE,1015 MEDICAL CENTER PKWY,SELMA,AL,367016748,32.429399599999996,-87.05590344058078,65,POINT(-87.05590344058078 32.429399599999996)
1a8c58f9-3626-3d5b-9974-20ae1af33412,28e783ba-2b3c-3eff-9b56-d69b2c79e77f,Gisele901 Lehner980,F,GENERAL PRACTICE,2030 LAY DAM RD,CLANTON,AL,350458344,32.8764654112773,-86.6236554749548,16,POINT(-86.6236554749548 32.8764654112773)
f5e5befc-b24c-35bb-9263-3a23180040c9,2368ceb6-4285-3596-9e1f-e96ade70d40a,Bobbye345 Wuckert783,F,GENERAL PRACTICE,809 UNIVERSITY BOULEVARD EAST  4TH FLOOR,TUSCALOOSA,AL,354012029,33.204164,-87.52753681434177,34,POINT(-87.52753681434177 33.204164)
ed516c3a-f4bf-3b0b-aac9-07db6f551fd4,722ada98-2542-392d-ae9d-53b2e00e46ee,Shaquita282 Klocko335,F,GENERAL PRACTICE,15 MAYFIELD STREET,MONROEVILLE,AL,364603009,31.505031,-87.3164003,4,POINT(-87.3164003 31.505031)
4ade6609-c3f4-39ab-a7b3-98ed5c06a671,7bbcf265-4c0a-325d-9310-383dc73abd6c,Whitney250 Wiza601,M,GENERAL PRACTICE,2256 GILMER AVE,TALLASSEE,AL,360787114,32.56467886470588,-85.93184122941176,27,POINT(-85.93184122941176 32.56467886470588)
51c62a15-477e-3431-80e1-71e1872364e8,8e820070-4216-3d28-93e1-1a98389260fd,Evelin941 Ratke343,F,GENERAL PRACTICE,424 S WILSON AVE,PRICHARD,AL,366103912,30.734409,-88.082004,26,POINT(-88.082004 30.734409)
34ab12a0-be30-377b-acc8-6912bc88b1cc,0fea7c02-b7ae-3dc0-ab61-326b052d6c0f,Cleo27 Lehner980,M,GENERAL PRACTICE,108C MCMEANS AVE,BAY MINETTE,AL,365073130,30.8759255,-87.77662115703666,8,POINT(-87.77662115703666 30.8759255)
6d49c8df-d334-3437-a3e0-80ee26d53aa5,719d7b7e-4ed9-341c-9bb7-ccb72dd039da,Lewis216 Walsh511,M,GENERAL PRACTICE,8160 DECKER LANE,MONTGOMERY,AL,361174254,32.37689538098128,-86.15561803662268,5,POINT(-86.15561803662268 32.37689538098128)
5083c535-fdbd-3a98-8621-95142a6d6ce7,ece30e10-f4a2-3852-9dcf-175737927314,Carlena776 Steuber698,F,GENERAL PRACTICE,18317 US HWY 90,SEMMES,AL,365755406,30.778688,-88.2588427,67,POINT(-88.2588427 30.778688)
940030b7-00fe-323c-b503-686b8241c28d,5dd564ec-9c05-339b-9f61-b02defe1cdbe,Boris111 Romaguera67,M,GENERAL PRACTICE,2228 CAHABA VALLEY DR,HARPERSVILLE,AL,350784701,33.3439995,-86.4380357,62,POINT(-86.4380357 33.3439995)
a566cab0-eaa0-3890-bf9d-1381cc3a5dba,40b7b37f-4c45-38a3-99a9-38a469dbc993,Wilhelmina724 Block661,F,GENERAL PRACTICE,3500 CLOVERDALE RD,FLORENCE,AL,356331302,34.852782,-87.6911,5,POINT(-87.6911 34.852782)
0d8cb2bc-5095-3904-a28f-f5cdf3c0ac13,e2f34a08-16fe-38b1-9800-a5dae6e5af94,Thanh759 Weber641,M,GENERAL PRACTICE,1007 GOODYEAR AVE,GADSDEN,AL,359031195,34.00778505,-85.9663095796017,48,POINT(-85.9663095796017 34.00778505)
6dd401ad-4c04-35b1-bf17-1f68f3c3a43d,69442f6b-d59e-36f5-b4bb-e554b86eb6b7,Ignacio928 O'Keefe54,M,GENERAL PRACTICE,6582 BOLL WEEVIL CIRCLE,ENTERPRISE,AL,363309424,31.2919184,-85.8457186,5,POINT(-85.8457186 31.2919184)
dfc23a33-8c68-325b-b0dc-aa9baffe7799,969a5069-24ec-3405-a0fd-f6e555d9ebe6,Jacquiline133 Davis923,F,GENERAL PRACTICE,22289 MEDICAL VILLAGE DR,ATHENS,AL,356132896,34.77800905,-86.9254162610518,73,POINT(-86.9254162610518 34.77800905)
4648fe1d-90cd-3cfa-87a0-b0d298fe6f37,61b57980-339b-3d6a-a370-037f67a46a47,Merlin721 Lemke654,M,GENERAL PRACTICE,1555 HILLABEE STREET,ALEXANDER CITY,AL,350102346,32.943202889447235,-85.9404152361809,3,POINT(-85.9404152361809 32.943202889447235)
71dbb05d-9cdf-36a0-972c-f33d8c0b82f0,d3d7831f-43cc-3d49-a940-4a07400a7f23,Lakenya863 Hilpert278,F,GENERAL PRACTICE,1201 NOTASULGA ROAD,TUSKEGEE,AL,360637115,32.436233,-85.692708,49,POINT(-85.692708 32.436233)
a6a79e1b-7004-335f-bbec-adb7c35b28cf,a0844759-d3d2-3ce0-9b9a-2d249627e932,Calista635 Runolfsson901,F,GENERAL PRACTICE,110 WALKER AVENUE,ATHENS,AL,356112454,34.8045487,-86.9711698,3,POINT(-86.9711698 34.8045487)
50f96e7d-b8fd-3207-8713-cfdad20ac04f,c01949b4-86ed-38bb-82fb-0c175eb0a2cd,Alline927 Schimmel440,F,GENERAL PRACTICE,804 GLOVER AVENUE,ENTERPRISE,AL,363302018,31.32135869033187,-85.83462013323332,6,POINT(-85.83462013323332 31.32135869033187)
698a07c7-5510-38b5-8d14-6382df6936af,ffebf439-04d7-3656-bd8b-b8bbd0e4cf6b,Sadie426 Kohler843,F,GENERAL PRACTICE,3751 SULLIVAN ST,MADISON,AL,357581707,34.67933741089509,-86.75173525495028,1,POINT(-86.75173525495028 34.67933741089509)
7f167861-f1ed-3449-9495-994ea5fd72ec,4d8e0243-139f-371e-9914-77ea21080cea,Vicente970 Armstrong51,M,GENERAL PRACTICE,124 S MEMORIAL DR,PRATTVILLE,AL,360673619,32.464044900000005,-86.45235347708427,13,POINT(-86.45235347708427 32.464044900000005)
83e14ae4-5a6a-3c87-938a-5fa2dcde9c6a,86f067fd-2bca-3b27-82bd-0f88e65990d3,Latrina689 White193,F,GENERAL PRACTICE,700 WEST MARKET STREET,ATHENS,AL,356132899,34.8045487,-86.9711698,3,POINT(-86.9711698 34.8045487)
881ea21b-6499-3acc-b6cd-fbd15ce464e3,93e243f4-b086-39b7-b7a7-9ef72bc01cd2,Thad495 Baumbach677,M,GENERAL PRACTICE,2410 AVALON AVE,MUSCLE SHOALS,AL,356613283,34.7442247,-87.6275089,32,POINT(-87.6275089 34.7442247)
25df2587-5b4c-3d65-886f-e62419f6bbf7,3a69eda8-de2f-3b68-b2b8-66ca0040f526,Elicia233 Huels583,F,GENERAL PRACTICE,1118 ROSS CLARK CIR,DOTHAN AL,AL,363013023,31.21451282642447,-85.36134172959952,42,POINT(-85.36134172959952 31.21451282642447)
2f3dcadc-a4dd-3af9-902c-d41bae53632b,3bbb5edc-5d69-3d2d-934a-e3499b0af0a4,Kimberlie352 Gleason633,F,GENERAL PRACTICE,750 AL-75,OWENS CROSS ROADS,AL,357638606,34.5881461,-86.4588768,51,POINT(-86.4588768 34.5881461)
f107bd0a-50a7-3d43-b447-74fde048f532,b8fe84fe-b356-3db2-b0ec-5834fbc18212,Truman805 Schaden604,M,GENERAL PRACTICE,2740 HEADLAND AVE,DOTHAN,AL,363031236,31.269855949036405,-85.39349918976671,6,POINT(-85.39349918976671 31.269855949036405)
f1631583-7144-3d10-9045-728c4d0b9c64,5c90ff25-caad-3518-9c56-e3767ee5e958,Octavio643 Gusikowski974,M,GENERAL PRACTICE,4009 SAINT STEPHENS RD,MOBILE,AL,366121231,30.610499652173914,-88.12853969565217,106,POINT(-88.12853969565217 30.610499652173914)
b0e6f8cb-e1d6-3025-80a0-1cfa2f209dab,1b4e1b2a-fef4-3a1d-ae00-b3f28b9a4607,Daryl568 Yundt842,M,GENERAL PRACTICE,2256 GILMER AVE,TALLASSEE,AL,360787126,32.56467886470588,-85.93184122941176,2,POINT(-85.93184122941176 32.56467886470588)
447642b2-6267-3de9-881c-39bb26ca3ad4,f3daf2b1-045b-3d34-aa9c-514f4b4e2014,Humberto482 Mann644,M,GENERAL PRACTICE,64 MCCURDY AVE N,RAINSVILLE,AL,359864465,34.49536990919085,-85.84633224184034,32,POINT(-85.84633224184034 34.49536990919085)
763f501d-b92f-3e32-b3d7-aba2f3ab58e0,437c7257-24db-33c1-9ac3-e3626e4f0347,Houston994 Olson653,M,GENERAL PRACTICE,1008 BOLL WEEVIL CIR,ENTERPRISE,AL,36330,31.33309493419522,-85.84701882182296,78,POINT(-85.84701882182296 31.33309493419522)
